"gene_id","G13_C_1","G13_C_2","G13_C_4","G13_N_1","G13_N_2","G13_N_3","G18_C_1","G18_C_2","G18_C_4","G18_N_1","G18_N_2","G18_N_3","G3_C_2","G3_C_3","G3_C_4","G3_N_1","G3_N_3","G3_N_4","G8_C_2","G8_C_3","G8_C_4","G8_N_1","G8_N_2","G8_N_3"
"Zm00001eb057990",496,479,404,553,360,413,11,14,7,16,3,7,101,89,129,91,48,57,1,0,3,0,0,0
"Zm00001eb058000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058010",267,254,191,310,307,323,233,432,190,341,404,310,217,321,459,496,185,305,288,374,308,179,232,265
"Zm00001eb058020",0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,16,3,8,5,0,0,0,0,0
"Zm00001eb058040",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058050",0,0,16,25,30,6,0,0,0,0,0,0,713,5,2,10,1,1,2,4,50,4,12,0
"Zm00001eb058060",0,2,4,28,27,13,0,0,0,0,0,0,377,4,0,10,0,1,0,4,7,0,3,0
"Zm00001eb058070",0,0,0,7,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058080",40,43,53,83,52,87,20,105,26,54,61,56,50,71,109,72,36,70,183,258,255,104,97,121
"Zm00001eb058090",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zm00001eb058100",364,533,326,1142,728,1128,1710,1655,499,2914,1542,1424,807,1039,1596,2250,1114,1055,1078,1299,437,1115,2346,831
"Zm00001eb058110",1945,2502,879,521,874,811,2581,2346,1156,2356,1521,1869,1357,1041,1360,323,442,510,2757,1825,2040,1230,3627,1815
"Zm00001eb058120",480,512,624,520,613,610,355,699,279,574,666,476,422,646,875,853,281,515,1169,1485,1157,526,742,789
"Zm00001eb058130",165,91,126,258,165,240,67,164,64,218,270,177,129,247,260,212,180,207,148,113,169,140,116,143
"Zm00001eb058140",6,14,13,17,18,39,7,10,5,0,17,2,2,12,17,9,4,8,7,20,17,6,10,17
"Zm00001eb058150",91,201,155,50,56,62,17,39,11,11,19,40,96,164,86,184,56,49,48,64,44,36,58,42
"Zm00001eb058160",0,2,3,0,7,3,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0
"Zm00001eb058170",206,136,227,217,143,248,2271,4035,1934,3024,2869,2507,2,44,40,32,23,13,0,1,0,0,0,4
"Zm00001eb058180",0,0,0,0,0,0,0,1,0,0,0,0,4,4,2,1,0,4,0,0,0,0,0,0
"Zm00001eb058190",29,23,30,48,65,68,12,53,8,23,33,17,0,0,0,0,0,0,2,0,3,7,1,0
"Zm00001eb058200",0,0,0,0,0,0,0,1,0,0,15,0,0,0,7,0,1,0,1,1,0,3,2,2
"Zm00001eb058220",65,53,45,83,73,134,27,33,16,31,41,36,63,22,25,89,31,48,63,89,54,41,66,41
"Zm00001eb058230",1605,1523,1474,2452,2001,2310,825,1403,514,1394,1527,1057,1059,1550,1908,1822,756,1437,1394,1641,1554,964,1351,1370
"Zm00001eb058240",9,8,4,13,5,22,2,0,2,0,0,1,0,0,0,0,0,1,0,0,7,7,3,12
"Zm00001eb058250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Zm00001eb058260",3,8,5,64,37,21,12,6,2,15,12,13,44,13,4,41,4,2,12,3,11,12,22,8
"Zm00001eb058270",0,10,27,6,10,5,4,1,1,28,57,26,9,4,2,54,2,2,202,15,35,8,19,3
"Zm00001eb058280",205,131,132,198,219,167,113,117,44,188,117,129,119,123,152,241,112,148,132,199,138,125,112,123
"Zm00001eb058290",0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058300",11,1,4,12,7,16,2,0,1,8,2,1,0,5,7,23,9,6,7,6,7,1,2,0
"Zm00001eb058320",293,255,226,418,171,332,168,319,122,270,311,158,354,461,358,414,204,338,268,361,298,152,185,141
"Zm00001eb058330",810,745,889,975,1059,981,174,452,132,594,557,382,412,536,704,754,314,531,749,1263,776,537,595,661
"Zm00001eb058340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058360",858,1528,977,75,51,86,112,122,139,52,44,44,255,416,643,75,164,149,646,554,776,482,308,114
"Zm00001eb058370",537,493,876,447,650,467,190,306,141,655,621,243,130,162,92,2015,152,131,895,525,597,283,236,152
"Zm00001eb058380",0,0,1,0,0,0,23,91,16,130,137,103,1,2,1,7,7,2,3,11,5,10,5,3
"Zm00001eb058390",0,0,0,0,0,0,16,21,31,11,27,20,4,3,6,5,4,4,12,9,12,2,6,8
"Zm00001eb058400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058410",1364,832,1046,2278,1511,1583,588,916,401,851,1002,632,594,901,1182,1272,545,944,1000,1555,1176,747,1017,928
"Zm00001eb058420",0,0,0,0,0,0,0,0,0,0,0,0,6,13,10,8,4,7,0,0,0,0,0,0
"Zm00001eb058440",0,0,0,0,0,0,0,0,0,0,0,0,70,109,113,54,52,52,0,0,0,0,0,0
"Zm00001eb058450",312,267,258,399,361,367,155,271,116,216,273,243,188,260,344,462,196,276,176,197,196,113,144,162
"Zm00001eb058460",195,19,33,11,9,7,131,87,130,13,13,15,566,117,73,59,15,19,122,73,159,12,14,3
"Zm00001eb058470",1118,980,1150,1633,1619,1627,564,714,307,1031,1001,778,601,886,1304,1396,675,936,899,1402,925,787,992,1247
"Zm00001eb058480",5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,6
"Zm00001eb058490",37,32,41,92,73,50,19,84,16,80,60,43,41,35,25,50,19,27,5,19,0,0,11,0
"Zm00001eb058500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058520",17,10,17,37,6,18,21,36,13,39,50,28,31,48,59,111,31,63,50,59,70,28,42,8
"Zm00001eb058530",79,99,94,110,132,140,51,72,30,56,42,33,62,57,109,48,16,41,54,82,45,19,34,27
"Zm00001eb058540",95,48,76,82,85,106,158,140,104,231,226,155,95,91,225,191,98,124,86,172,87,54,105,105
"Zm00001eb058550",2304,1648,847,739,866,516,204,291,245,292,135,214,1059,1216,981,2368,490,747,524,659,820,790,404,377
"Zm00001eb058560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058570",334,280,325,331,217,272,152,258,120,309,201,219,175,241,408,410,147,213,296,415,196,182,163,142
"Zm00001eb058590",5211,6759,2346,699,1064,1098,3777,4633,2259,4928,5641,4477,7048,3771,2733,1302,997,1206,5021,3320,6308,2303,4429,3465
"Zm00001eb058600",491,377,439,954,659,925,172,335,131,276,413,266,219,335,421,443,171,309,393,494,332,228,278,393
"Zm00001eb058610",13,5,8,20,26,21,2,0,1,2,0,1,2,4,5,8,0,3,2,2,0,0,1,7
"Zm00001eb058620",11,0,2,17,3,6,258,191,28,178,43,54,4,2,0,13,0,0,344,396,189,196,138,322
"Zm00001eb058630",186,174,204,472,454,488,190,278,92,272,285,245,78,115,186,276,123,203,225,454,226,225,341,387
"Zm00001eb058640",0,8,4,5,0,0,0,8,1,9,5,0,0,0,0,2,1,0,0,0,0,0,0,0
"Zm00001eb058670",2,4,4,3,8,3,14,17,6,130,31,47,31,5,23,73,3,5,124,119,70,120,117,35
"Zm00001eb058690",4,5,1,1,0,6,0,0,3,2,4,0,0,0,0,0,0,0,6,3,0,0,3,1
"Zm00001eb058700",628,616,1007,906,806,692,376,245,110,449,363,330,132,276,1561,526,148,234,772,413,426,276,429,348
"Zm00001eb058720",254,203,273,313,213,243,149,287,72,350,603,319,215,237,300,289,105,111,373,154,224,300,382,241
"Zm00001eb058740",25,27,34,91,92,168,0,0,3,2,0,5,7,8,16,16,10,16,219,302,166,145,297,271
"Zm00001eb058750",898,782,678,504,441,892,365,568,274,751,738,459,926,1029,1432,711,471,541,1266,1285,1153,610,1462,1354
"Zm00001eb058760",451,688,677,402,483,857,220,466,171,302,583,352,225,466,566,496,289,433,567,1079,530,202,584,558
"Zm00001eb058770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058790",3279,2938,2006,657,948,931,1276,2170,1087,1129,914,1014,1595,1516,1715,1337,494,746,1745,1440,2487,521,821,835
"Zm00001eb058800",48,20,47,121,24,18,140,53,33,196,91,184,22,16,13,150,17,14,14,5,7,19,4,0
"Zm00001eb058810",298,170,232,515,218,332,284,131,50,332,126,153,95,129,287,334,71,95,234,153,208,235,128,96
"Zm00001eb058820",0,0,0,0,0,0,4,0,0,1,0,0,0,3,11,10,0,0,9,0,4,1,7,0
"Zm00001eb058830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058840",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058860",190,92,121,1640,168,304,141,65,92,250,328,101,117,91,140,255,68,95,238,120,257,161,123,82
"Zm00001eb058870",19,20,22,29,9,17,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058890",0,3,0,0,0,0,583,1347,375,838,1222,887,219,326,399,283,145,223,240,406,309,212,249,188
"Zm00001eb058900",8,0,0,0,0,0,71,164,63,127,148,130,50,63,125,88,51,60,76,109,81,77,79,23
"Zm00001eb058910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,1,0
"Zm00001eb058920",0,0,0,0,0,0,283,764,217,465,706,447,227,33,21,20,14,10,5,6,6,3,18,7
"Zm00001eb058930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Zm00001eb058940",2008,880,3104,5154,3234,8728,132,508,153,195,309,179,2442,1986,2119,3145,1180,1558,413,850,578,336,337,261
"Zm00001eb058950",1435,1271,1392,1812,1109,1514,484,783,264,797,1019,663,1194,1354,1311,1403,545,860,645,586,674,341,421,311
"Zm00001eb058960",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb058970",138,93,57,695,66,254,12,42,43,97,181,90,41,59,37,52,30,40,17,75,56,43,69,60
"Zm00001eb058980",480,469,546,886,721,976,125,419,104,279,310,232,479,517,464,497,228,309,402,404,350,221,416,577
"Zm00001eb058990",4,20,11,16,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,6
"Zm00001eb059000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Zm00001eb059010",4,0,1,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,16,42,15,5,27,16
"Zm00001eb059020",0,0,0,0,0,0,0,0,1,0,0,0,15,18,21,73,14,25,48,75,78,204,112,83
"Zm00001eb059030",1019,264,369,2226,1681,1340,59,89,48,188,246,120,461,573,611,1756,378,734,507,527,461,927,585,288
"Zm00001eb059040",19,44,18,29,53,14,20,32,9,14,34,19,41,17,53,79,19,53,79,148,109,69,90,124
"Zm00001eb059050",15,6,8,3,1,12,2,0,0,2,16,4,8,14,21,33,14,19,7,15,6,13,7,12
"Zm00001eb059070",6942,7134,6450,3524,3831,3265,3488,4937,2403,4997,4166,4268,3607,3027,2889,3652,2022,2310,4666,5702,6357,3683,4596,4001
"Zm00001eb059080",14,17,16,9,15,23,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,4,9,8
"Zm00001eb059090",996,1131,982,1217,1194,1380,255,440,219,451,562,403,509,561,743,754,284,420,858,959,854,531,746,967
"Zm00001eb059100",2884,2842,2513,2250,1928,1721,1637,2071,1208,2476,2721,2561,1987,2577,3069,2592,1375,2486,2627,4479,4377,2367,2705,2386
"Zm00001eb059110",0,0,0,0,0,0,5,2,2,14,11,13,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059120",0,0,0,0,0,0,23,76,13,34,66,54,1,4,2,2,4,3,6,8,5,2,8,12
"Zm00001eb059130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059140",47,64,80,94,85,157,18,64,18,83,55,45,299,400,389,279,236,244,56,104,53,45,94,84
"Zm00001eb059150",351,629,655,475,570,704,236,410,175,758,853,615,366,602,388,246,368,501,398,575,463,195,801,636
"Zm00001eb059160",151,175,183,201,190,308,77,211,80,211,193,129,77,127,157,238,119,139,137,208,104,87,147,139
"Zm00001eb059170",162,123,243,425,363,407,57,185,44,205,213,108,86,180,207,319,184,205,109,212,185,84,145,95
"Zm00001eb059180",255,186,205,278,334,302,95,191,54,195,154,144,58,110,126,189,52,86,142,178,239,135,111,82
"Zm00001eb059190",7,11,25,28,18,118,5,15,2,22,41,8,38,11,29,19,20,22,44,28,8,8,4,15
"Zm00001eb059210",262,221,311,434,262,395,123,204,60,191,222,108,216,261,255,274,110,120,202,235,240,116,181,99
"Zm00001eb059220",3527,3505,3297,2547,3234,2468,1158,2121,763,1891,1864,1798,978,1575,2361,1881,951,1280,2062,2718,2570,1349,1904,2267
"Zm00001eb059230",3365,2795,3979,3074,3038,3135,1562,2318,898,2657,2575,2038,1550,1753,3234,2202,879,1795,2952,2874,2844,1046,1407,1699
"Zm00001eb059240",1040,3073,2605,496,1441,2767,244,1528,628,427,2244,1054,820,1787,2168,338,878,1081,1574,2161,1068,376,2199,1604
"Zm00001eb059250",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059260",0,0,0,0,0,0,1,0,6,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0
"Zm00001eb059270",87,146,66,26,18,16,41,67,70,45,129,75,55,77,107,92,54,82,60,187,37,20,23,82
"Zm00001eb059300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059310",63,32,78,245,121,126,29,38,5,20,3,12,89,62,26,86,32,42,62,53,77,28,54,38
"Zm00001eb059320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059340",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059350",2,0,0,2,3,0,0,0,0,0,0,0,30,3,0,4,0,0,0,0,0,0,1,0
"Zm00001eb059360",12,6,20,36,28,44,4,3,0,3,2,7,3,1,1,14,2,0,9,0,14,2,0,10
"Zm00001eb059370",67,84,122,185,79,176,16,39,15,36,69,12,135,149,95,215,90,81,279,327,469,281,287,297
"Zm00001eb059400",513,413,584,495,474,849,0,5,0,0,0,0,51,92,305,168,54,112,6,8,2,0,8,0
"Zm00001eb059410",1,0,0,0,5,6,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0
"Zm00001eb059420",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Zm00001eb059440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059450",2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059460",4622,4572,2159,2016,2884,1900,886,3248,2035,2885,2539,2720,675,683,582,1121,544,673,1539,4752,3463,4162,2383,2140
"Zm00001eb059480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059500",0,0,0,3,2,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059510",0,0,1,0,1,0,6,0,0,0,0,2,5,11,23,21,6,5,0,0,0,0,0,0
"Zm00001eb059520",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Zm00001eb059530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059540",0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1
"Zm00001eb059550",103,73,20,21,19,23,39,62,50,87,57,57,17,15,6,16,4,5,3,23,27,26,14,4
"Zm00001eb059560",68,43,39,74,35,52,37,47,19,63,65,53,24,37,47,70,30,59,36,176,50,83,69,58
"Zm00001eb059570",2,7,3,10,0,4,7,0,5,0,0,2,3,4,0,3,3,0,2,3,0,1,0,0
"Zm00001eb059580",0,0,0,2,0,0,0,0,1,4,0,0,48,62,68,39,29,30,0,0,9,6,3,0
"Zm00001eb059590",0,0,1,5,0,3,8,4,3,13,22,6,8,18,15,4,7,11,7,16,14,8,10,26
"Zm00001eb059600",0,0,2,0,2,0,0,0,0,0,6,4,0,0,0,6,2,3,0,0,0,0,0,0
"Zm00001eb059610",112,81,150,205,223,238,134,242,93,169,217,180,93,160,175,155,99,95,105,179,98,77,114,191
"Zm00001eb059620",240,270,309,192,191,284,126,251,36,284,273,144,231,203,329,198,150,139,555,608,583,229,778,762
"Zm00001eb059630",74,20,84,80,11,29,56,71,31,56,80,58,31,41,59,63,17,37,56,48,71,42,77,42
"Zm00001eb059640",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb059650",380,319,338,833,531,762,188,429,89,249,291,248,278,419,446,446,212,330,269,354,356,139,260,217
"Zm00001eb059660",47,8,29,101,20,72,0,0,0,0,0,0,3,2,0,7,2,1,0,0,0,0,0,0
"Zm00001eb059670",0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"Zm00001eb059680",47,23,15,32,27,23,3,0,0,2,3,4,6,8,6,35,8,6,0,8,1,1,7,2
"Zm00001eb059700",29,13,20,12,13,13,0,5,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0
"Zm00001eb059710",859,751,625,537,481,623,117,284,47,180,231,220,226,189,190,150,73,95,0,0,0,0,0,0
"Zm00001eb059720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,10,4,4,22
"Zm00001eb059730",60,59,46,31,66,47,9,26,4,10,22,20,20,24,10,16,6,3,0,0,0,0,0,0
"Zm00001eb059740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"Zm00001eb059760",0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"Zm00001eb059770",640,635,555,1078,962,1168,360,738,259,594,619,509,513,713,863,954,400,591,569,718,480,348,369,438
"Zm00001eb059780",591,448,509,208,238,216,220,239,210,350,386,342,111,88,210,134,65,72,604,503,745,306,334,298
"Zm00001eb059790",226,162,148,179,136,182,71,122,19,64,82,69,76,103,142,114,48,52,111,134,127,94,99,93
"Zm00001eb059800",0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,3
"Zm00001eb059810",172,128,173,231,178,291,62,239,48,189,175,142,157,242,287,265,95,171,149,196,100,93,111,96
"Zm00001eb059820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Zm00001eb059830",1085,806,1105,1336,1032,1048,499,800,258,562,569,438,740,838,906,942,483,697,1355,1821,1492,784,1036,925
"Zm00001eb059840",1764,1126,781,970,1123,797,332,641,411,566,493,545,471,451,393,846,331,563,175,461,298,274,281,337
"Zm00001eb059850",1673,225,183,236,153,208,113,120,260,119,160,97,213,253,281,401,117,188,58,186,108,72,115,108
"Zm00001eb059860",129,75,114,276,149,293,38,118,21,118,208,104,91,100,106,297,101,131,168,160,150,168,200,227
"Zm00001eb059870",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Zm00001eb059880",65,23,40,37,30,19,5,19,20,0,12,12,0,0,0,0,0,0,58,41,33,24,15,18
"Zm00001eb059890",53,50,33,50,13,28,8,12,7,0,6,4,0,0,5,0,0,0,55,78,58,16,23,34
"Zm00001eb059900",3065,2224,3105,1261,1242,1138,2275,3407,1654,2379,3351,3194,2605,3111,2735,2248,1182,1610,2275,3353,2883,1866,1510,1090
"Zm00001eb059910",1056,1089,674,980,886,970,295,591,225,533,459,340,623,753,802,828,294,495,693,799,738,423,544,696
"Zm00001eb059920",5,2,14,4,0,2,0,0,0,2,0,0,0,11,0,4,0,2,10,0,16,10,5,1
"Zm00001eb059930",412,319,567,868,276,722,435,272,144,550,234,407,1287,641,749,471,175,364,1435,986,1161,1380,954,550
"Zm00001eb059950",127,29,136,54,33,69,9,0,13,32,8,19,12,67,30,81,26,27,85,110,96,107,32,16
"Zm00001eb059960",1510,1082,917,1670,1213,1305,585,1054,390,938,922,740,634,715,837,1103,371,664,644,964,751,660,517,747
"Zm00001eb059970",228,414,363,485,400,385,169,457,173,439,583,496,422,351,317,354,168,283,321,292,319,326,548,233
"Zm00001eb059980",8,8,20,29,15,43,3,9,4,9,26,10,21,26,43,22,17,12,28,30,27,7,24,17
"Zm00001eb059990",1205,1117,1223,1371,1268,1391,664,969,470,1185,1035,871,764,1072,1797,1548,661,1120,1273,1885,1358,749,1105,1053
"Zm00001eb060000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060010",1156,780,859,1827,1125,1082,613,772,366,933,848,654,569,642,1137,1145,491,910,1078,1293,862,702,742,686
"Zm00001eb060020",870,268,423,2162,710,891,65,127,34,256,194,64,228,226,255,1139,123,161,346,122,279,204,144,154
"Zm00001eb060040",22,14,51,11,18,16,17,19,17,35,17,24,27,45,92,94,31,49,30,53,42,21,57,61
"Zm00001eb060050",2226,3105,3704,1704,2327,2575,1577,2357,1160,1882,3249,2416,2039,3565,5067,2651,2212,2859,3879,4995,3142,1823,3747,3913
"Zm00001eb060060",0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0
"Zm00001eb060070",120,179,166,72,120,125,17,74,26,34,95,26,69,104,95,72,49,59,265,277,223,151,211,159
"Zm00001eb060080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060090",850,529,648,1059,708,672,450,601,289,563,592,393,478,721,1067,1137,485,706,656,1057,639,445,556,242
"Zm00001eb060100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060110",182,53,67,267,78,172,25,38,13,19,47,20,148,242,201,380,135,145,193,227,225,237,155,232
"Zm00001eb060130",90,75,90,138,38,61,128,270,53,128,158,129,126,183,167,176,46,84,350,207,370,83,143,97
"Zm00001eb060140",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060160",10,12,3,2,2,5,0,11,3,3,1,4,0,8,0,10,5,2,0,0,0,0,0,0
"Zm00001eb060170",105,82,98,105,66,79,55,170,47,118,120,133,60,89,180,178,42,82,79,172,106,85,83,82
"Zm00001eb060180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060190",0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
"Zm00001eb060200",86,67,126,111,89,82,65,91,44,58,95,79,74,89,82,121,40,68,94,140,102,58,70,67
"Zm00001eb060210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060220",14,18,30,45,14,30,53,112,45,39,33,46,152,131,149,404,84,136,58,83,75,46,33,42
"Zm00001eb060230",2,0,6,1,0,0,0,7,0,0,0,0,1,5,8,1,4,6,0,0,0,1,0,0
"Zm00001eb060240",0,0,0,0,0,0,2,0,2,0,0,1,0,0,3,5,4,4,0,0,0,0,0,0
"Zm00001eb060250",82,103,122,69,42,74,54,86,39,29,81,44,56,112,289,310,80,92,85,149,92,71,81,33
"Zm00001eb060260",2004,1470,3117,6173,5955,4503,7206,4819,1533,5760,3977,3490,4289,1659,2976,4069,1142,1887,7274,9190,7399,6133,7217,3425
"Zm00001eb060270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Zm00001eb060280",0,1,1,1,0,0,9,16,4,8,9,10,1,0,0,5,0,1,0,1,1,0,0,0
"Zm00001eb060290",0,0,0,0,0,0,15,32,5,5,11,10,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060300",4,14,12,19,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060310",37,25,27,33,36,40,130,287,109,307,389,291,12,39,19,35,20,32,72,112,88,57,71,60
"Zm00001eb060320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060330",136,151,137,167,195,201,132,171,87,308,191,171,135,173,299,207,114,263,133,140,146,58,88,80
"Zm00001eb060340",569,500,461,493,467,600,263,263,162,310,411,335,244,396,542,577,225,425,363,656,427,239,435,389
"Zm00001eb060350",765,724,977,626,658,747,494,999,359,995,1001,683,841,1020,1269,1196,428,632,917,1216,1172,506,684,638
"Zm00001eb060360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060380",1058,983,821,1544,1258,1548,526,813,288,693,941,738,1035,942,1197,1098,509,696,1035,1489,1170,731,933,1265
"Zm00001eb060390",13,10,8,52,9,16,15,38,9,43,40,36,11,12,23,27,5,16,27,41,10,37,25,20
"Zm00001eb060410",629,682,565,778,720,753,430,744,267,702,661,599,719,925,1234,1231,445,761,835,1384,992,654,859,891
"Zm00001eb060420",65,38,35,237,80,96,8,38,14,55,30,35,45,53,58,91,37,36,63,38,41,99,62,86
"Zm00001eb060430",164,74,114,189,117,217,46,84,30,77,76,67,98,84,106,131,31,72,113,160,75,74,73,79
"Zm00001eb060440",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Zm00001eb060450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zm00001eb060460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0
"Zm00001eb060470",10,8,7,10,2,9,3,2,0,3,1,0,0,0,0,0,0,1,6,9,3,17,6,0
"Zm00001eb060480",2,0,1,6,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,7,1,1,0
"Zm00001eb060490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"Zm00001eb060500",9,11,1,13,11,5,3,0,0,6,1,1,0,9,5,11,0,1,5,6,0,5,6,11
"Zm00001eb060510",228,81,157,586,482,392,310,566,107,938,998,463,120,164,175,1813,153,209,122,38,83,190,246,209
